image,mode,bpp,psnr_db,compression_rate,k,m,g,psnr_ok_30db
BDD/test_341.ppm,slicCC,11.642578125,25.2851,1.6762288206676732,1024.0,0.05,1.0,False
BDD/test_342.ppm,SLIC,13.6328125,30.7558,1.339541547277937,455.0,0.1,1.0,True
BDD/test_342.ppm,slicCC,11.525390625,26.5277,1.584477207253008,1024.0,1.0,1.0,False
BDD/test_343.ppm,SLIC,17.453125,28.6369,1.2269471799462848,455.0,0.5,1.0,False
BDD/test_343.ppm,slicCC,12.55859375,22.8609,1.7051321928460341,1024.0,0.05,1.0,False
BDD/test_344.ppm,SLIC,3.76953125,35.1982,1.9139896373056995,64.0,0.2,3.0,True
BDD/test_344.ppm,slicCC,2.990234375,33.8139,2.4128020901371654,64.0,0.5,6.0,True
BDD/test_345.ppm,SLIC,11.740234375,30.4691,1.4124105806022293,256.0,0.5,1.0,True
BDD/test_345.ppm,slicCC,10.72265625,27.53,1.546448087431694,1024.0,0.05,1.0,False
BDD/test_346.ppm,SLIC,5.712890625,31.1451,2.195897435897436,64.0,1.0,1.0,True
BDD/test_346.ppm,slicCC,8.509765625,30.8787,1.4741794812944686,1024.0,0.4,1.0,True
BDD/test_347.ppm,SLIC,9.82421875,32.0678,1.4576540755467198,256.0,0.05,1.0,True
BDD/test_347.ppm,slicCC,9.853515625,28.7323,1.4533201189296332,1024.0,0.05,1.0,False
BDD/test_348.ppm,SLIC,16.20703125,30.2356,1.2560858038081466,455.0,0.7,1.0,True
BDD/test_348.ppm,slicCC,12.166015625,24.6318,1.6733022957135977,1024.0,0.05,1.0,False
BDD/test_349.ppm,SLIC,12.6484375,31.0346,1.2137121680049414,455.0,1.0,1.0,True
BDD/test_349.ppm,slicCC,10.16796875,25.837,1.5097963887821744,1024.0,0.05,1.0,False
BDD/test_35.ppm,SLIC,16.2421875,27.6752,1.3152958152958152,455.0,0.4,1.0,False
BDD/test_35.ppm,slicCC,13.232421875,23.9907,1.6144649446494466,1024.0,1.0,1.0,False
BDD/test_350.ppm,SLIC,18.8046875,25.628,1.2438720398836727,455.0,0.4,1.0,False
BDD/test_350.ppm,slicCC,13.40234375,19.2204,1.7452637714951909,1024.0,1.0,1.0,False
BDD/test_351.ppm,SLIC,15.517578125,29.4154,1.267212083071114,455.0,0.2,1.0,False
BDD/test_351.ppm,slicCC,11.869140625,22.3893,1.6567385222971862,1024.0,1.0,1.0,False
BDD/test_352.ppm,SLIC,18.25,25.8614,1.2531035958904109,455.0,1.0,1.0,False
BDD/test_352.ppm,slicCC,13.22265625,19.6132,1.7295420974889217,1024.0,1.0,1.0,False
BDD/test_353.ppm,SLIC,14.287109375,30.0729,1.3912508544087492,256.0,0.05,1.0,True
BDD/test_353.ppm,slicCC,11.986328125,25.6839,1.6583021020042366,1024.0,0.05,1.0,False
BDD/test_354.ppm,SLIC,9.6796875,32.6705,1.4556093623890234,256.0,0.2,1.0,True
BDD/test_354.ppm,slicCC,9.962890625,32.5011,1.4142325034307,1024.0,0.7,1.0,True
BDD/test_355.ppm,SLIC,14.099609375,29.5582,1.338412522510043,1024.0,0.5,1.0,False
BDD/test_355.ppm,slicCC,11.05859375,26.2692,1.7064641469445425,1024.0,0.05,1.0,False
BDD/test_356.ppm,SLIC,14.28125,27.0371,1.3975656455142231,455.0,1.0,1.0,False
BDD/test_356.ppm,slicCC,12.1640625,23.6334,1.640815671162492,1024.0,0.4,1.0,False
BDD/test_357.ppm,SLIC,17.27734375,29.4187,1.2536739769387293,455.0,1.0,1.0,False
BDD/test_357.ppm,slicCC,12.869140625,23.1612,1.6831082106541204,1024.0,0.3,1.0,False
BDD/test_358.ppm,SLIC,16.90234375,27.7513,1.2951236422463601,455.0,0.7,1.0,False
BDD/test_358.ppm,slicCC,12.740234375,22.4052,1.718227809290204,1024.0,1.0,1.0,False
BDD/test_359.ppm,SLIC,17.9609375,26.4178,1.2634841235319705,455.0,0.3,1.0,False
BDD/test_359.ppm,slicCC,13.396484375,21.2431,1.693978714098265,1024.0,1.0,1.0,False
BDD/test_36.ppm,SLIC,13.626953125,29.0856,1.3206249104199512,455.0,0.7,1.0,False
BDD/test_36.ppm,slicCC,11.306640625,24.8827,1.5916393159440319,1024.0,0.5,1.0,False
BDD/test_360.ppm,SLIC,14.291015625,29.3398,1.3516468498018313,455.0,0.7,1.0,False
BDD/test_360.ppm,slicCC,11.587890625,24.7815,1.6669475813247936,1024.0,0.7,1.0,False
BDD/test_361.ppm,SLIC,12.994140625,29.7136,1.258529986472268,455.0,0.3,1.0,False
BDD/test_361.ppm,slicCC,10.578125,24.7152,1.5459748892171343,1024.0,1.0,1.0,False
BDD/test_362.ppm,SLIC,11.927734375,30.4662,1.4853446864254134,256.0,1.0,1.0,True
BDD/test_362.ppm,slicCC,11.533203125,26.3687,1.536155800169348,1024.0,0.3,1.0,False
BDD/test_363.ppm,SLIC,16.45703125,28.5291,1.2504153809636838,455.0,0.2,1.0,False
BDD/test_363.ppm,slicCC,11.974609375,22.4563,1.7184798564671342,1024.0,0.05,1.0,False
BDD/test_364.ppm,SLIC,10.861328125,30.4253,1.5606905232871786,256.0,0.05,1.0,True
BDD/test_364.ppm,slicCC,10.71875,26.7967,1.5814504373177842,1024.0,0.3,1.0,False
BDD/test_365.ppm,SLIC,13.03515625,30.8753,1.4045549895115372,256.0,0.7,1.0,True
BDD/test_365.ppm,slicCC,11.5703125,25.3929,1.5823767724510467,1024.0,0.7,1.0,False
BDD/test_366.ppm,SLIC,10.724609375,30.9557,1.322709888909124,256.0,1.0,1.0,True
BDD/test_366.ppm,slicCC,8.521484375,26.5146,1.6646802658721063,1024.0,0.05,1.0,False
BDD/test_367.ppm,SLIC,16.943359375,26.7863,1.2796541786743516,455.0,0.4,1.0,False
BDD/test_367.ppm,slicCC,12.509765625,21.2994,1.733177205308353,1024.0,0.5,1.0,False
BDD/test_368.ppm,SLIC,16.41015625,27.9803,1.2774339442989764,455.0,0.5,1.0,False
BDD/test_368.ppm,slicCC,12.513671875,24.0518,1.675199001092555,1024.0,0.5,1.0,False
BDD/test_369.ppm,SLIC,6.44921875,30.5081,1.7892186553603877,64.0,0.7,2.0,True
BDD/test_369.ppm,slicCC,7.31640625,29.448,1.577148958889482,1024.0,0.4,1.0,False
BDD/test_37.ppm,SLIC,15.306640625,27.9071,1.3488579813704225,455.0,1.0,1.0,False
BDD/test_37.ppm,slicCC,12.638671875,24.0185,1.6335960438881163,1024.0,0.05,1.0,False
BDD/test_370.ppm,SLIC,16.396484375,27.7033,1.30565812983919,455.0,0.05,1.0,False
BDD/test_370.ppm,slicCC,12.421875,22.1956,1.7234276729559748,1024.0,0.4,1.0,False
BDD/test_371.ppm,SLIC,15.271484375,29.331,1.3205013428827215,455.0,0.1,1.0,False
BDD/test_371.ppm,slicCC,12.36328125,25.03,1.6311216429699842,1024.0,0.7,1.0,False
BDD/test_372.ppm,SLIC,14.55078125,27.8779,1.3983892617449665,455.0,0.4,1.0,False
BDD/test_372.ppm,slicCC,11.810546875,23.4556,1.7228377707954357,1024.0,0.7,1.0,False
BDD/test_373.ppm,SLIC,14.818359375,27.1801,1.397917490444181,455.0,0.4,1.0,False
BDD/test_373.ppm,slicCC,12.43359375,23.5326,1.666038328620798,1024.0,0.05,1.0,False
BDD/test_374.ppm,SLIC,16.685546875,28.4343,1.2725038042842094,455.0,1.0,1.0,False
BDD/test_374.ppm,slicCC,12.86328125,23.9079,1.6506225326450046,1024.0,1.0,1.0,False
BDD/test_375.ppm,SLIC,16.158203125,28.6215,1.3032757161851807,455.0,0.4,1.0,False
BDD/test_375.ppm,slicCC,12.357421875,22.7691,1.7041251778093884,1024.0,1.0,1.0,False
BDD/test_376.ppm,SLIC,15.689453125,28.8166,1.300385908128968,455.0,0.4,1.0,False
BDD/test_376.ppm,slicCC,12.005859375,22.2952,1.6993655441678868,1024.0,0.05,1.0,False
BDD/test_377.ppm,SLIC,13.37890625,30.5596,1.3357664233576643,455.0,1.0,1.0,True
BDD/test_377.ppm,slicCC,10.9140625,24.1237,1.6374373657838224,1024.0,0.05,1.0,False
BDD/test_378.ppm,SLIC,16.7109375,25.6448,1.3540205703599812,455.0,1.0,1.0,False
BDD/test_378.ppm,slicCC,12.814453125,21.1065,1.7657369303459838,1024.0,0.4,1.0,False
BDD/test_379.ppm,SLIC,14.927734375,28.3056,1.3437132016223996,455.0,0.5,1.0,False
BDD/test_379.ppm,slicCC,11.484375,24.0901,1.7465986394557824,1024.0,0.5,1.0,False
BDD/test_38.ppm,SLIC,14.8984375,28.7839,1.3072889355007866,1024.0,0.4,1.0,False
BDD/test_38.ppm,slicCC,11.875,26.1178,1.6401315789473685,1024.0,0.7,1.0,False
BDD/test_380.ppm,SLIC,15.302734375,30.0345,1.2592214422463306,455.0,1.0,1.0,True
BDD/test_380.ppm,slicCC,11.623046875,25.3723,1.6578726264493362,1024.0,1.0,1.0,False
BDD/test_381.ppm,SLIC,11.9765625,31.6125,1.3856816699282453,256.0,0.05,1.0,True
BDD/test_381.ppm,slicCC,10.50390625,27.2186,1.5799553737448866,1024.0,1.0,1.0,False
BDD/test_382.ppm,SLIC,15.06640625,27.8037,1.3492351568576615,455.0,0.4,1.0,False
BDD/test_382.ppm,slicCC,11.9296875,22.972,1.7039947609692208,1024.0,0.3,1.0,False
BDD/test_383.ppm,SLIC,13.921875,26.9387,1.385662177328844,455.0,0.1,1.0,False
BDD/test_383.ppm,slicCC,11.94921875,23.2542,1.6144164759725401,1024.0,0.05,1.0,False
BDD/test_384.ppm,SLIC,14.40234375,30.5049,1.3478437754271766,256.0,0.5,1.0,True
BDD/test_384.ppm,slicCC,11.759765625,25.6426,1.650722471350274,1024.0,0.1,1.0,False
BDD/test_385.ppm,SLIC,12.05078125,30.9701,1.2750405186385738,256.0,0.3,1.0,True
BDD/test_385.ppm,slicCC,10.60546875,23.8759,1.448802946593002,1024.0,0.05,1.0,False
BDD/test_386.ppm,SLIC,9.60546875,32.2744,1.5892639284261896,256.0,1.0,1.0,True
BDD/test_386.ppm,slicCC,10.677734375,31.4046,1.429668922626669,1024.0,0.4,1.0,True
BDD/test_387.ppm,SLIC,14.697265625,29.2616,1.2629900332225914,455.0,0.3,1.0,False
BDD/test_387.ppm,slicCC,11.45703125,23.6583,1.62018411183089,1024.0,0.05,1.0,False
BDD/test_388.ppm,SLIC,13.37109375,27.9608,1.3745252702307917,455.0,0.5,1.0,False
BDD/test_388.ppm,slicCC,9.818359375,22.007,1.871891784364432,1024.0,0.05,1.0,False
BDD/test_389.ppm,SLIC,17.966796875,27.0411,1.2575279921730622,455.0,0.3,1.0,False
BDD/test_389.ppm,slicCC,13.00390625,21.1134,1.7374586963051968,1024.0,0.05,1.0,False
BDD/test_39.ppm,SLIC,14.98828125,29.7396,1.2729997393797237,455.0,0.2,1.0,False
BDD/test_39.ppm,slicCC,12.015625,24.0176,1.5879388816644993,1024.0,0.05,1.0,False
BDD/test_390.ppm,SLIC,14.783203125,30.1056,1.3289734443123267,455.0,0.4,1.0,True
BDD/test_390.ppm,slicCC,11.673828125,25.8916,1.6829513133679104,1024.0,1.0,1.0,False
BDD/test_391.ppm,SLIC,13.3515625,31.2304,1.2406377998829725,455.0,0.7,1.0,True
BDD/test_391.ppm,slicCC,10.7109375,26.0276,1.5464989059080962,1024.0,0.2,1.0,False
BDD/test_392.ppm,SLIC,15.822265625,27.1365,1.3357610171583756,455.0,1.0,1.0,False
BDD/test_392.ppm,slicCC,12.181640625,22.1261,1.734968734968735,1024.0,0.05,1.0,False
BDD/test_393.ppm,SLIC,17.8828125,26.8663,1.2297946701616427,455.0,0.5,1.0,False
BDD/test_393.ppm,slicCC,12.9609375,20.2493,1.6968053044002411,1024.0,0.4,1.0,False
BDD/test_394.ppm,SLIC,17.404296875,26.3011,1.2774099427673662,455.0,0.4,1.0,False
BDD/test_394.ppm,slicCC,13.005859375,21.4454,1.7094158282024328,1024.0,0.4,1.0,False
BDD/test_395.ppm,SLIC,16.037109375,29.9059,1.2315186944342955,455.0,1.0,1.0,False
BDD/test_395.ppm,slicCC,12.23046875,24.3937,1.6148195464707762,1024.0,0.05,1.0,False
BDD/test_396.ppm,SLIC,11.05859375,29.9825,1.3288590604026846,455.0,0.3,1.0,False
BDD/test_396.ppm,slicCC,8.875,24.3413,1.6558098591549295,1024.0,1.0,1.0,False
BDD/test_397.ppm,SLIC,13.955078125,27.9257,1.3149055283414977,455.0,0.7,1.0,False
BDD/test_397.ppm,slicCC,10.974609375,20.9511,1.6720056949635167,1024.0,0.4,1.0,False
BDD/test_398.ppm,SLIC,14.658203125,28.9184,1.3552298467688209,455.0,1.0,1.0,False
BDD/test_398.ppm,slicCC,11.728515625,24.6978,1.6937552039966695,1024.0,0.5,1.0,False
BDD/test_399.ppm,SLIC,16.978515625,27.3172,1.3038076613367078,455.0,0.7,1.0,False
BDD/test_399.ppm,slicCC,12.6484375,21.5488,1.750154416306362,1024.0,1.0,1.0,False
BDD/test_4.ppm,SLIC,11.568359375,30.8568,1.4539929089988182,256.0,1.0,1.0,True
BDD/test_4.ppm,slicCC,10.578125,27.308,1.5901033973412113,1024.0,0.7,1.0,False
BDD/test_40.ppm,SLIC,12.986328125,29.9836,1.343359903744924,455.0,0.5,1.0,False
BDD/test_40.ppm,slicCC,10.251953125,24.1344,1.701657458563536,1024.0,1.0,1.0,False
BDD/test_400.ppm,SLIC,11.802734375,28.6865,1.3849081581995697,455.0,0.7,1.0,False
BDD/test_400.ppm,slicCC,10.462890625,24.6235,1.5622549934664924,1024.0,1.0,1.0,False
BDD/test_401.ppm,SLIC,16.53125,30.5537,1.2271975425330812,455.0,1.0,1.0,True
BDD/test_401.ppm,slicCC,12.25,24.5654,1.6560905612244898,1024.0,0.3,1.0,False
BDD/test_402.ppm,SLIC,12.494140625,30.3165,1.335938721275598,1024.0,0.4,1.0,True
BDD/test_402.ppm,slicCC,10.58203125,28.6294,1.5773348098929494,1024.0,0.7,1.0,False
BDD/test_403.ppm,SLIC,16.78125,23.2827,1.37756052141527,455.0,0.4,1.0,False
BDD/test_403.ppm,slicCC,12.712890625,18.4947,1.8184052849900139,1024.0,1.0,1.0,False
BDD/test_404.ppm,SLIC,14.296875,29.5374,1.366120218579235,455.0,1.0,1.0,False
BDD/test_404.ppm,slicCC,12.228515625,26.3861,1.5971889474524836,1024.0,1.0,1.0,False
BDD/test_405.ppm,SLIC,18.74609375,26.855,1.226713898728902,455.0,0.3,1.0,False
BDD/test_405.ppm,slicCC,13.279296875,19.8787,1.7317252537137815,1024.0,0.4,1.0,False
BDD/test_406.ppm,SLIC,15.712890625,25.8657,1.3572405220633934,455.0,1.0,1.0,False
BDD/test_406.ppm,slicCC,12.06640625,21.9739,1.7674004532211072,1024.0,0.05,1.0,False
BDD/test_407.ppm,SLIC,12.9921875,30.4086,1.359591100420926,455.0,1.0,1.0,True
BDD/test_407.ppm,slicCC,11.1953125,25.8162,1.5778087927424982,1024.0,1.0,1.0,False
BDD/test_408.ppm,SLIC,15.83984375,29.8482,1.284833538840937,455.0,0.5,1.0,False
BDD/test_408.ppm,slicCC,12.130859375,25.3557,1.6776686523909194,1024.0,0.7,1.0,False
BDD/test_409.ppm,SLIC,14.166015625,28.6594,1.2853991451813043,455.0,0.5,1.0,False
BDD/test_409.ppm,slicCC,11.515625,24.0227,1.5812415196743554,1024.0,0.3,1.0,False
BDD/test_41.ppm,SLIC,14.640625,28.7537,1.3121664887940234,455.0,0.7,1.0,False
BDD/test_41.ppm,slicCC,11.67578125,24.8049,1.645366343258615,1024.0,0.3,1.0,False
BDD/test_410.ppm,SLIC,13.369140625,29.7236,1.3452154857560263,455.0,0.05,1.0,False
BDD/test_410.ppm,slicCC,11.162109375,25.9213,1.611198600174978,1024.0,0.2,1.0,False
BDD/test_411.ppm,SLIC,17.6796875,28.8131,1.236080424215643,455.0,1.0,1.0,False
BDD/test_411.ppm,slicCC,12.7421875,22.4414,1.7150521152667075,1024.0,0.4,1.0,False
BDD/test_412.ppm,SLIC,11.78515625,32.149,1.4458070931388798,256.0,1.0,1.0,True
BDD/test_412.ppm,slicCC,11.359375,27.7395,1.5,1024.0,0.05,1.0,False
BDD/test_413.ppm,SLIC,13.89453125,29.0989,1.278605566488614,1024.0,1.0,1.0,False
BDD/test_413.ppm,slicCC,10.955078125,24.6458,1.6216794437511144,1024.0,0.2,1.0,False
BDD/test_414.ppm,SLIC,16.333984375,27.668,1.2882936745187135,455.0,1.0,1.0,False
BDD/test_414.ppm,slicCC,12.416015625,22.2309,1.6948246028000629,1024.0,0.7,1.0,False
BDD/test_415.ppm,SLIC,10.03125,31.7515,1.5438084112149533,256.0,0.7,1.0,True
BDD/test_415.ppm,slicCC,10.119140625,30.5789,1.5303995367689636,1024.0,0.5,1.0,True
BDD/test_416.ppm,SLIC,10.26171875,30.4983,1.2868290826037305,455.0,1.0,1.0,True
BDD/test_416.ppm,slicCC,9.662109375,28.6945,1.3666868809379422,1024.0,1.0,1.0,False
BDD/test_417.ppm,SLIC,12.798828125,31.6303,1.3541889211048375,455.0,0.05,1.0,True
BDD/test_417.ppm,slicCC,10.865234375,27.4448,1.595182455509617,1024.0,1.0,1.0,False
BDD/test_418.ppm,SLIC,12.4140625,31.193,1.4304594084329767,256.0,0.05,1.0,True
BDD/test_418.ppm,slicCC,11.306640625,26.8421,1.5705648643979961,1024.0,1.0,1.0,False
BDD/test_419.ppm,SLIC,11.822265625,29.9867,1.283165372542541,455.0,1.0,1.0,False
BDD/test_419.ppm,slicCC,9.630859375,25.0021,1.5751368890691544,1024.0,0.05,1.0,False
BDD/test_42.ppm,SLIC,13.095703125,30.9155,1.3492915734526474,455.0,0.7,1.0,True
BDD/test_42.ppm,slicCC,11.193359375,27.8101,1.5786075728494156,1024.0,0.7,1.0,False
BDD/test_420.ppm,SLIC,13.94921875,27.783,1.3678241388966677,455.0,0.7,1.0,False
BDD/test_420.ppm,slicCC,11.71875,24.5394,1.6281666666666668,1024.0,0.7,1.0,False
BDD/test_421.ppm,SLIC,9.12109375,30.3418,1.8411134903640256,64.0,0.7,2.0,True
BDD/test_421.ppm,slicCC,11.095703125,27.5841,1.5134659390952296,1024.0,1.0,1.0,False
BDD/test_422.ppm,SLIC,15.3515625,29.5091,1.2363867684478371,455.0,0.2,1.0,False
BDD/test_422.ppm,slicCC,11.78125,23.966,1.6110742705570291,1024.0,0.3,1.0,False
BDD/test_423.ppm,SLIC,14.125,28.9226,1.3701603982300885,455.0,0.3,1.0,False
BDD/test_423.ppm,slicCC,11.849609375,23.6573,1.6332619086863358,1024.0,0.05,1.0,False
BDD/test_424.ppm,SLIC,16.97265625,29.0059,1.2184119677790564,455.0,0.7,1.0,False
BDD/test_424.ppm,slicCC,12.501953125,22.4692,1.6541165442899548,1024.0,0.5,1.0,False
BDD/test_425.ppm,SLIC,6.017578125,31.6329,2.2567348263550797,64.0,0.05,1.0,True
BDD/test_425.ppm,slicCC,6.55859375,29.987,2.070577724836212,256.0,0.05,2.0,False
BDD/test_426.ppm,SLIC,15.248046875,29.664,1.2984501088766491,455.0,0.7,1.0,False
BDD/test_426.ppm,slicCC,12.3203125,24.0033,1.607006975269499,1024.0,0.3,1.0,False
BDD/test_427.ppm,SLIC,14.203125,30.3816,1.3022552255225524,256.0,0.4,1.0,True
BDD/test_427.ppm,slicCC,11.748046875,25.1252,1.5743973399833748,1024.0,0.05,1.0,False
BDD/test_428.ppm,SLIC,6.310546875,30.395,2.2469823584029713,64.0,0.4,2.0,True
BDD/test_428.ppm,slicCC,9.833984375,30.6125,1.4419066534260179,1024.0,1.0,1.0,True
BDD/test_429.ppm,SLIC,12.828125,31.9741,1.286388550548112,455.0,1.0,1.0,True
BDD/test_429.ppm,slicCC,10.35546875,26.9569,1.593549603923048,1024.0,1.0,1.0,False
BDD/test_43.ppm,SLIC,11.412109375,31.1524,1.4395002567174398,256.0,0.1,1.0,True
BDD/test_43.ppm,slicCC,10.2890625,26.9858,1.5966211085801063,1024.0,1.0,1.0,False
BDD/test_430.ppm,SLIC,12.08984375,30.0766,1.484168012924071,256.0,0.05,1.0,True
BDD/test_430.ppm,slicCC,11.4609375,28.1169,1.5656100886162236,1024.0,0.5,1.0,False
BDD/test_431.ppm,SLIC,8.939453125,32.4059,1.4345641249726895,256.0,0.05,1.0,True
BDD/test_431.ppm,slicCC,8.76953125,28.8477,1.462360801781737,1024.0,0.05,1.0,False
BDD/test_432.ppm,SLIC,18.044921875,25.5851,1.242125771187358,455.0,1.0,1.0,False
BDD/test_432.ppm,slicCC,13.083984375,16.5619,1.7130915061949545,1024.0,0.05,1.0,False
BDD/test_433.ppm,SLIC,14.328125,28.1438,1.384814612868048,455.0,1.0,1.0,False
BDD/test_433.ppm,slicCC,11.787109375,24.4366,1.6833471416735708,1024.0,0.7,1.0,False
BDD/test_434.ppm,SLIC,3.7734375,30.4431,2.160973084886128,64.0,0.05,3.0,True
BDD/test_434.ppm,slicCC,6.443359375,31.678,1.2655350106092755,1024.0,1.0,1.0,True
BDD/test_435.ppm,SLIC,10.65234375,30.273,1.4185918591859186,256.0,0.2,1.0,True
BDD/test_435.ppm,slicCC,10.126953125,26.1162,1.492189006750241,1024.0,1.0,1.0,False
BDD/test_436.ppm,SLIC,16.98828125,28.044,1.2582202805242584,455.0,0.2,1.0,False
BDD/test_436.ppm,slicCC,12.2265625,21.0823,1.7482428115015975,1024.0,0.05,1.0,False
BDD/test_437.ppm,SLIC,17.6640625,27.4091,1.2570765148164529,455.0,1.0,1.0,False
BDD/test_437.ppm,slicCC,13.16015625,21.7725,1.6872959335114277,1024.0,1.0,1.0,False
BDD/test_438.ppm,SLIC,16.021484375,26.1738,1.3502377179080824,455.0,0.3,1.0,False
BDD/test_438.ppm,slicCC,12.52734375,21.1189,1.7268475210477081,1024.0,0.5,1.0,False
BDD/test_439.ppm,SLIC,12.796875,31.1191,1.371031746031746,256.0,0.05,1.0,True
BDD/test_439.ppm,slicCC,10.85546875,26.6909,1.6162288593019072,1024.0,0.05,1.0,False
BDD/test_44.ppm,SLIC,16.1171875,27.2677,1.3407658749394087,455.0,1.0,1.0,False
BDD/test_44.ppm,slicCC,12.892578125,22.1509,1.676109680351462,1024.0,1.0,1.0,False
BDD/test_440.ppm,SLIC,10.15234375,31.3486,1.3724509426702578,256.0,1.0,1.0,True
BDD/test_440.ppm,slicCC,10.232421875,29.0178,1.361710250047719,1024.0,0.4,1.0,False
BDD/test_441.ppm,SLIC,12.39453125,30.147,1.4500472738733061,256.0,0.4,1.0,True
BDD/test_441.ppm,slicCC,11.7109375,25.737,1.5346897931954637,1024.0,0.1,1.0,False
BDD/test_442.ppm,SLIC,14.490234375,27.2166,1.301792694433212,455.0,1.0,1.0,False
BDD/test_442.ppm,slicCC,11.69140625,23.2086,1.61343133979285,1024.0,0.05,1.0,False
BDD/test_443.ppm,SLIC,9.400390625,31.9144,1.3592354041138583,256.0,1.0,1.0,True
BDD/test_443.ppm,slicCC,8.87890625,30.228,1.4390673119225692,1024.0,0.1,1.0,True
BDD/test_444.ppm,SLIC,16.373046875,28.225,1.2885601813193368,455.0,0.7,1.0,False
BDD/test_444.ppm,slicCC,12.615234375,22.8467,1.672395107601796,1024.0,0.05,1.0,False
BDD/test_445.ppm,SLIC,12.80078125,30.5439,1.3231614281354898,256.0,0.5,1.0,True
BDD/test_445.ppm,slicCC,9.0859375,24.3439,1.8641444539982803,1024.0,1.0,1.0,False
BDD/test_446.ppm,SLIC,13.458984375,31.4776,1.3035843854302713,1024.0,1.0,1.0,True
BDD/test_446.ppm,slicCC,11.513671875,28.9372,1.5238337574215437,1024.0,0.4,1.0,False
BDD/test_447.ppm,SLIC,17.2421875,25.9852,1.3107159039420027,455.0,1.0,1.0,False
BDD/test_447.ppm,slicCC,13.060546875,21.2031,1.7303723642889188,1024.0,1.0,1.0,False
BDD/test_448.ppm,SLIC,16.310546875,27.9261,1.2822416477068614,455.0,1.0,1.0,False
BDD/test_448.ppm,slicCC,12.46875,22.5772,1.6773182957393484,1024.0,1.0,1.0,False
BDD/test_449.ppm,SLIC,14.849609375,28.8024,1.3346047612784426,455.0,0.4,1.0,False
BDD/test_449.ppm,slicCC,11.998046875,21.9991,1.6517987953768516,1024.0,0.4,1.0,False
BDD/test_45.ppm,SLIC,11.408203125,31.5621,1.4119157678479712,256.0,0.1,1.0,True
BDD/test_45.ppm,slicCC,10.955078125,28.9695,1.4703155642717063,1024.0,1.0,1.0,False
BDD/test_450.ppm,SLIC,16.447265625,26.5946,1.2888018050112813,455.0,0.2,1.0,False
BDD/test_450.ppm,slicCC,12.337890625,20.1824,1.718062371378819,1024.0,0.5,1.0,False
BDD/test_451.ppm,SLIC,16.091796875,27.7055,1.3158150260954,455.0,1.0,1.0,False
BDD/test_451.ppm,slicCC,12.734375,22.0889,1.6627300613496931,1024.0,1.0,1.0,False
BDD/test_452.ppm,SLIC,12.333984375,31.8873,1.2954869358669834,256.0,0.1,1.0,True
BDD/test_452.ppm,slicCC,10.73046875,28.1228,1.4890789952675647,1024.0,0.3,1.0,False
BDD/test_453.ppm,SLIC,12.44921875,31.8752,1.2383118920615,455.0,0.1,1.0,True
BDD/test_453.ppm,slicCC,9.91015625,26.8761,1.5555774536854552,1024.0,1.0,1.0,False
BDD/test_454.ppm,SLIC,15.390625,29.8534,1.2898477157360406,455.0,1.0,1.0,False
BDD/test_454.ppm,slicCC,11.802734375,23.5897,1.6819460532847923,1024.0,1.0,1.0,False
BDD/test_455.ppm,SLIC,12.927734375,32.0632,1.3668227828977186,256.0,0.05,1.0,True
BDD/test_455.ppm,slicCC,11.712890625,27.1364,1.5085876271469068,1024.0,1.0,1.0,False
BDD/test_456.ppm,SLIC,13.517578125,26.9136,1.4042768386071376,455.0,0.7,1.0,False
BDD/test_456.ppm,slicCC,9.4765625,21.6554,2.003091508656224,1024.0,0.05,1.0,False
BDD/test_457.ppm,SLIC,14.63671875,27.8272,1.322658126501201,455.0,0.4,1.0,False
BDD/test_457.ppm,slicCC,11.068359375,23.5998,1.749073583906829,1024.0,0.05,1.0,False
BDD/test_458.ppm,SLIC,9.267578125,32.7232,1.4486828240252898,256.0,0.05,1.0,True
BDD/test_458.ppm,slicCC,8.669921875,31.3132,1.548546970038297,455.0,0.7,1.0,True
BDD/test_459.ppm,SLIC,15.31640625,28.5776,1.3323131854118848,455.0,0.05,1.0,False
BDD/test_459.ppm,slicCC,11.99609375,23.6117,1.7010745685444482,1024.0,0.2,1.0,False
BDD/test_46.ppm,SLIC,16.29296875,29.8702,1.2498201870055143,455.0,0.05,1.0,False
BDD/test_46.ppm,slicCC,12.294921875,24.7054,1.6562351072279586,1024.0,1.0,1.0,False
BDD/test_460.ppm,SLIC,17.806640625,28.6289,1.2187122957113086,455.0,0.7,1.0,False
BDD/test_460.ppm,slicCC,12.9609375,23.2809,1.6743520192887282,1024.0,0.05,1.0,False
BDD/test_461.ppm,SLIC,16.712890625,29.7652,1.227883604066846,455.0,1.0,1.0,False
BDD/test_461.ppm,slicCC,12.314453125,23.4779,1.666455194290246,1024.0,0.05,1.0,False
BDD/test_462.ppm,SLIC,15.3671875,30.6813,1.1640823589222167,455.0,0.7,1.0,True
BDD/test_462.ppm,slicCC,11.814453125,23.9028,1.51413456769714,1024.0,0.1,1.0,False
BDD/test_463.ppm,SLIC,14.439453125,30.5122,1.3531719193832004,256.0,0.05,1.0,True
BDD/test_463.ppm,slicCC,11.88671875,25.9277,1.6437725928360172,1024.0,1.0,1.0,False
BDD/test_464.ppm,SLIC,13.7734375,30.9018,1.3791832104367556,256.0,0.7,1.0,True
BDD/test_464.ppm,slicCC,11.94921875,26.8968,1.5897352075841777,1024.0,0.05,1.0,False
